sei_numero,status,cpr,upm,publico_previsto,natureza,evento,endereco,cidade,inicio,fim,local_caracteristica,transito,Coluna 14,latitude,longitude
,UPM,1º CPR,5º BPM,0,JUNINA,FESTA JUNINA DA VILA DO PEQUENINO JESUS,,Lago Sul,2025-06-28 17:00:00,2025-06-28 23:59:00,PRIA,,,-15.83,-47.81
00050-00008719/2025-79,CAD,1º CPR,3º BPM,150,JUNINA,Festa da padroeira nossa senhora do Perpétuo Socorro,"SGHAN 906, modulo E, asa norte, Brasília DF",Plano Piloto - Asa Norte,2025-06-28 18:00:00,2025-06-28 00:00:00,PRIF,,2025-05-06,,
00050-00009988/2025-52,CAD,1º CPR,3º BPM,1000,JUNINA,FESTA JUNINA APCEF/DF 2025,SCEN TRECHO 03 CONJ 03 LOTE 2A/2B,Plano Piloto - Asa Norte,2025-06-28 18:00:00,2025-06-28 02:00:00,PRIF,,2025-05-16,-15.78,-47.91
00050-00010294/2025-68,CAD,1º CPR,5º BPM,1000,JUNINA,FESTA JUNINA DA PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO LAGO SUL - 2025,SHIS EQL 06/08 lote D Brasília DF,Lago Sul,2025-06-28 18:00:00,2025-06-28 23:55:00,PRIA,,2025-05-22,-15.84,-47.90
00050-00010809/2025-20,CAD,1º CPR,1º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,Comunidade Shalom SHCS CRS 507 23,Plano Piloto - Asa Sul,2025-06-28 18:00:00,2025-06-29 02:00:00,PRIA,DETRAN,2025-05-26,,
00050-00011543/2025-32,CAD,1º CPR,7º BPM,1500,JUNINA,Festa Junina 2025,"QRSW 1, Lote 1, Área Especial",Sudoeste/Octogonal,2025-06-28 18:00:00,2025-06-28 23:30:00,PRIF,,2025-06-02,-15.80,-47.93
00050-00011905/2025-95,CAD,1º CPR,3º BPM,180,JUNINA,ARRAIÁ DA LAKE SIDE 2025,"SHTN Trecho 1 Conjunto 2 - Asa Norte, Brasília - DF",Plano Piloto - Asa Norte,2025-06-28 18:00:00,2025-06-28 23:00:00,PRIF,,2025-06-03,,
00054-00094661/2025-65,UPM,1º CPR,1º BPM,250,JUNINA,Festa Junina da AMPDFT,Sede do Clube de Engenharia de Brasília - Trecho 02 do SCES,Plano Piloto - Asa Sul,2025-06-28 18:00:00,2025-06-29 02:00:00,PRIF,,2025-06-28,,
,UPM,1º CPR,7º BPM,600,JUNINA/ESCOLA,FESTA JUNINA AOS 05,AOS 05 - Condomínio Novo Horizonte,Cruzeiro,2025-06-28 18:00:00,2025-06-28 23:00:00,PUBF,,,-15.81,-47.94
00050-00011811/2025-16,CAD,1º CPR,3º BPM,3000,JUNINA,ARRAIÁ DA BASÍLICA SANTUÁRIO SÃO FRANCISO DE ASSIS,SGAN 915 CJ A/B - ASA NORTE,Plano Piloto - Asa Norte,2025-06-28 19:00:00,2025-06-29 02:00:00,PRIF,,2025-06-02,,
00050-00010809/2025-20,CAD,1º CPR,1º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,Comunidade Shalom SHCS CRS 507 23,Plano Piloto - Asa Sul,2025-06-29 18:00:00,2025-06-30 02:00:00,PRIA,DETRAN,2025-05-26,,
00050-00011543/2025-32,CAD,1º CPR,7º BPM,1500,JUNINA,Festa Junina 2025,"QRSW 1, Lote 1, Área Especial",Sudoeste/Octogonal,2025-06-29 18:00:00,2025-06-29 23:30:00,PRIF,,2025-06-02,-15.80,-47.93
,UPM,1º CPR,7º BPM,0,JUNINA,ARRAIÁ SQSW 101,SQSW 101 Praça das Cascata Bloco J,Sudoeste/Octogonal,2025-07-02 18:00:00,2025-07-02 21:30:00,PUBA,,,-1579878.00,-4792010.00
00054-00096348/2025-61,UPM,1º CPR,24º BPM,200,JUNINA,Festa Junina CEPI Cajuzinho,"CA 02, LOTE 24, CEP 71503-502",Lago Norte,2025-07-04 09:00:00,2025-07-04 17:00:00,PRIA,,2025-05-27,-15.72,-47.88
00050-00013321/2025-54,CAD,1º CPR,6º BPM,500,JUNINA,FESTA JULINA SINDSEP,Estacionamento entre os blocos C e D da Esplanada dos Ministérios,Plano Piloto - Zona Central,2025-07-04 12:00:00,2025-07-04 23:00:00,PUBA,PMDF,2025-06-24,,
00050-00009882/2025-59,CAD,1º CPR,3º BPM,600,JUNINA/ESCOLA,CEF 102 ASA NORTE,SQN 102 Área Especial,Plano Piloto - Asa Norte,2025-07-04 12:00:00,2025-07-04 17:30:00,PUBF,,2025-05-15,,
00050-00012486/2025-17,CAD,1º CPR,1º BPM,3000,JUNINA,Festa Junina caixa 2025,"Estacionamento do Pre´dio Matriz 1 da Caixa e a Caixa Cultural - SBS QUADRA 4, BLOCO A, LOTE 3/4 - BRASI´LIA / DF – CEP: 70.092-900",Plano Piloto - Asa Sul,2025-07-04 16:00:00,2025-07-05 00:00:00,PRIF,,2025-06-09,70092.00,70092.00
00054-00095761/2025-17,CAD,1º CPR,1º BPM,1,JUNINA,FESTA JUNINA DA CAIXA,ESTACIONAMENTO ENTRE O EDIFICIO MATRIX I E A CAIXA CULTURAL,Plano Piloto - Asa Sul,2025-07-04 17:00:00,2025-07-04 23:00:00,PUBF,,2025-06-26,,
00050-00012125/2025-62,CAD,1º CPR,7º BPM,200,JUNINA,FESTA JULINA DA PARÓQUIA NOSSA SENHORA DAS DORES,Quadra 3 - Bloco H - Cruzeiro Velho,Cruzeiro,2025-07-04 18:00:00,2025-07-04 23:30:00,PUBF,,2025-06-04,-15.79,-47.94
00050-00013718/2025-46,CAD,1º CPR,7º BPM,1000,JUNINA,Festa Julina do Terraço Shopping (Arraial),"SHC AOS 2/8 lote 05, ??P 70.660-090 - TERRAÇO SHOPPING",Sudoeste/Octogonal,2025-07-04 18:00:00,2025-07-04 22:00:00,PRIF,,2025-06-26,-15.78,-47.91
00050-00012877/2025-23,CAD,1º CPR,3º BPM,80,JUNINA,Arraial da Ursa,EQS 216/416,Plano Piloto - Asa Norte,2025-07-05 08:00:00,2025-07-05 00:00:00,PUBA,,2025-06-12,-15.84,-47.92
00080-00179293/2025-25,CAD,1º CPR,1º BPM,300,JUNINA/ESCOLA,CEF 01 - ASA SUL,"SQS 106 Área Especial, Asa Sul, Brasília/DF",Plano Piloto - Asa Sul,2025-07-05 10:00:00,2025-07-05 16:00:00,PUBF,PMDF,2025-07-01,,
00050-00014214/2025-43,CAD,1º CPR,1º BPM,350,JUNINA/ESCOLA,CEF 01 ASA SUL,SQS 106 SUL A/E,Plano Piloto - Asa Sul,2025-07-05 10:00:00,2025-07-05 16:00:00,PUBF,,2025-07-04,-15.78,-47.91
,UPM,1º CPR,5º BPM,150,JUNINA,FESTA JUNINA DA ESCOLA CLASSE 01 SHI SUL,"ESCOLA CLASSE SHI SUL - SHIS QI 05, CONJUNTO C, AE LAGO SUL/DF",Lago Sul,2025-07-05 11:00:00,2025-07-05 15:00:00,PUBA,,,-15.85,47.89
00050-00011725/2025-11,CAD,1º CPR,1º BPM,600,JUNINA/ESCOLA,Escola Classe 304 Sul,"SQS 304, Área Especial - Asa Sul - Brasília–DF",Plano Piloto - Asa Sul,2025-07-05 12:00:00,2025-07-05 18:00:00,PUBA,PMDF,2025-06-02,,
00054-00099786/2025-81,UPM,1º CPR,1º BPM,400,JUNINA/ESCOLA,FESTA JULINA DO COLÉGIO SERIÖS ASA SUL,"SGAS 902 (acesso pelo Parque da Cidade em frente ao Estacionamento nº 11),  Asa Sul",Plano Piloto - Asa Sul,2025-07-05 15:00:00,2025-07-05 22:00:00,PRIF,,2025-07-05,-15.80,-47.90
00050-00010305/2025-18,CAD,1º CPR,3º BPM,600,JUNINA,"Festa junina ""No tempo da roça""","SHCN Superquadra Norte 113 - Asa Norte, Brasília - DF, 70763-000",Plano Piloto - Asa Norte,2025-07-05 16:00:00,2025-07-05 21:00:00,PUBF,,,-15.75,-47.89
00050-00010201/2025-03,CAD,1º CPR,1º BPM,199,JUNINA,FESTA JUNINA 2025,"SQS 202, ÁREA CENTRAL - ADQ",Plano Piloto - Asa Sul,2025-07-05 17:00:00,2025-07-05 22:00:00,PUBA,,2025-05-20,-15.78,-47.91
00050-00014255/2025-30,CAD,1º CPR,3º BPM,1,JUNINA,Festa Julina 2025 – Arraiá Alexandrino – CAALEX,"Clube Almirante Alexandrino (CAALEX), localizado no Setor de Clubes Esportivos norte, trecho 2, lote 13/15 - Asa Norte, Brasília–DF. ",Plano Piloto - Asa Norte,2025-07-05 17:00:00,2025-07-05 23:59:00,PRIF,PMDF,2025-07-03,,
00050-00010778/2025-15,CAD,1º CPR,24º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Santuário da Mãe Rainha Três Vezes Admirável Rodovia DF 001, km 04 EPCT Leste",Lago Norte,2025-07-05 18:00:00,2025-07-06 02:00:00,PRIA,PMDF,2025-05-26,,
00050-00012125/2025-62,CAD,1º CPR,7º BPM,200,JUNINA,FESTA JULINA DA PARÓQUIA NOSSA SENHORA DAS DORES,Quadra 3 - Bloco H - Cruzeiro Velho,Cruzeiro,2025-07-05 18:00:00,2025-07-05 23:30:00,PUBF,,2025-06-04,-15.79,-47.94
00050-00012634/2025-95,CAD,1º CPR,3º BPM,1000,JUNINA,ARRAIA DO ALEXANDRINO,Clube Almirante Alexandrino Setor de Clubes Norte,Plano Piloto - Asa Norte,2025-07-05 18:00:00,2025-07-06 03:00:00,PRIF,,2025-06-10,,
00050-00013718/2025-46,CAD,1º CPR,7º BPM,1000,JUNINA,Festa Julina do Terraço Shopping (Arraial),"SHC AOS 2/8 lote 05, ??P 70.660-090 - TERRAÇO SHOPPING",Sudoeste/Octogonal,2025-07-05 18:00:00,2025-07-05 22:00:00,PRIF,,2025-06-26,-15.78,-47.91
00050-00010778/2025-15,CAD,1º CPR,24º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Santuário da Mãe Rainha Três Vezes Admirável Rodovia DF 001, km 04 EPCT Leste",Lago Norte,2025-07-06 18:00:00,2025-07-07 02:00:00,PRIA,PMDF,2025-05-26,,
00050-00012125/2025-62,CAD,1º CPR,7º BPM,200,JUNINA,FESTA JULINA DA PARÓQUIA NOSSA SENHORA DAS DORES,Quadra 3 - Bloco H - Cruzeiro Velho,Cruzeiro,2025-07-06 18:00:00,2025-07-06 23:00:00,PUBF,,2025-06-04,-15.79,-47.94
00054-00093417/2025-85,CAD,1º CPR,1º BPM,200,JUNINA/ESCOLA,CEPI Pitangueira,"Vila Telebrasília, Rua 18, Lote 01, s/n",Plano Piloto - Asa Sul,2025-07-10 14:00:00,2025-07-10 18:00:00,PUBA,,2025-07-03,,
00050-00012913/2025-59,CAD,1º CPR,3º BPM,200,JUNINA,FESTA JULINA ASCAPES/CAPES,SBN quadra 02 lote 06 bloco l,Plano Piloto - Asa Norte,2025-07-11 12:00:00,2025-07-11 22:00:00,PUBA,,2025-06-16,-15.78,-47.91
00050-00013131/2025-37,CAD,1º CPR,1º BPM,700,JUNINA,Festa Junina da Paróquia São Camilo de Lelis,EQS 303/304 Asa Sul,Plano Piloto - Asa Sul,2025-07-11 17:00:00,2025-07-11 23:59:00,PRIF,,2025-06-17,-15.78,-47.91
00050-00011756/2025-64,CAD,1º CPR,3º BPM,200,JUNINA,Festa Junina da Paróquia São Charbel,"EQNW 704/705 - LOTE A - SHCNW, SETOR NOROESTE, BRASÍLIA-DF",Noroeste,2025-07-11 18:00:00,2025-07-12 00:00:00,PUBA,PMDF,2025-06-02,,
00050-00009914/2025-16,CAD,1º CPR,7º BPM,190,JUNINA,XXXVI FORROCLORE DO SEU ANTONIO,"SRES quadra 02, estacionamento entre bloco B e edifico Valencia - Cruzeiro Velho",Cruzeiro,2025-07-11 20:00:00,2025-07-11 02:00:00,PUBA,,2025-05-15,-15.79,-47.94
00050-00013131/2025-37,CAD,1º CPR,1º BPM,700,JUNINA,Festa Junina da Paróquia São Camilo de Lelis,EQS 303/304 Asa Sul,Plano Piloto - Asa Sul,2025-07-12 17:00:00,2025-07-12 23:59:00,PRIF,,2025-06-17,-15.78,-47.91
00050-00011756/2025-64,CAD,1º CPR,3º BPM,200,JUNINA,Festa Junina da Paróquia São Charbel,"EQNW 704/705 - LOTE A - SHCNW, SETOR NOROESTE, BRASÍLIA-DF",Noroeste,2025-07-12 18:00:00,2025-07-13 00:00:00,PUBA,PMDF,2025-06-02,,
00050-00012125/2025-62,CAD,1º CPR,7º BPM,200,JUNINA,FESTA JULINA DA PARÓQUIA NOSSA SENHORA DAS DORES,Quadra 3 - Bloco H - Cruzeiro Velho,Cruzeiro,2025-07-12 18:00:00,2025-07-12 23:30:00,PUBF,,2025-06-04,-15.79,-47.94
,UPM,1º CPR,5º BPM,500,JUNINA,FESTA JUNINA DO MOSTEIRO CARMELO DE NOSSA SENHORA DO CARMO,MOSTEIRO DE NOSSA SENHORA DO CARMO - SHDB QL 32 - MONUMENTO NATURAL DOM BOSCO - AE 04 - LAGO SUL LAGO SUL/DF,Lago Sul,2025-07-12 18:00:00,2025-07-16 23:59:00,PRIF,PMDF,,-15.80,47.80
00054-00101864/2025-15,UPM,1º CPR,1º BPM,150,JUNINA,Festa Julina do Instituto Nossa Senhora do Brasil/INOSEB,"Sede do Instituto Nossa Senhora do Brasil/INOSEB - SEP EQ 714/914, Bloco ""B""",Plano Piloto - Asa Sul,2025-07-12 18:00:00,2025-07-12 22:00:00,PRIF,,2025-07-07,-15.82,-47.92
00050-00009914/2025-16,CAD,1º CPR,7º BPM,190,JUNINA,XXXVI FORROCLORE DO SEU ANTONIO,"SRES quadra 02, estacionamento entre bloco B e edifico Valencia - Cruzeiro Velho",Cruzeiro,2025-07-12 19:00:00,2025-07-12 01:00:00,PUBA,,2025-05-15,-15.79,-47.94
00050-00009150/2025-69,CAD,1º CPR,1º BPM,500,JUNINA,Arraia dos Bancários Aposentados,"Asa Sul Eqs 314/315 BL A - Asa Sul, Brasília–DF",Plano Piloto - Asa Sul,2025-07-13 13:00:00,2025-07-13 22:30:00,PUBA,,2025-05-09,-15.83,-47.92
00050-00013131/2025-37,CAD,1º CPR,1º BPM,700,JUNINA,Festa Junina da Paróquia São Camilo de Lelis,EQS 303/304 Asa Sul,Plano Piloto - Asa Sul,2025-07-13 17:00:00,2025-07-13 23:59:00,PRIF,,2025-06-17,-15.78,-47.91
00050-00012125/2025-62,CAD,1º CPR,7º BPM,200,JUNINA,FESTA JULINA DA PARÓQUIA NOSSA SENHORA DAS DORES,Quadra 3 - Bloco H - Cruzeiro Velho,Cruzeiro,2025-07-13 18:00:00,2025-07-13 23:00:00,PUBF,,2025-06-04,-15.79,-47.94
00050-00009914/2025-16,CAD,1º CPR,7º BPM,190,JUNINA,XXXVI FORROCLORE DO SEU ANTONIO,"SRES quadra 02, estacionamento entre bloco B e edifico Valencia - Cruzeiro Velho",Cruzeiro,2025-07-13 19:00:00,2025-07-13 01:00:00,PUBA,,2025-05-15,-15.79,-47.94
00050-00012921/2025-03,CAD,1º CPR,5º BPM,400,JUNINA,FESTA JULINA DO HOSPITAL DAHER,SHIS QI 07 Conjunto F - Estacionamento do Hospital Daher - Lago Sul,Lago Sul,2025-07-18 18:00:00,2025-07-18 23:55:00,PUBA,,2025-06-16,-15.00,-47.00
00050-00012919/2025-26,CAD,1º CPR,3º BPM,1000,JUNINA,Arraiá da Rosário de Pompeia,"SCEN TR 1, s/n 1/1 Asa Norte",Plano Piloto - Asa Norte,2025-07-18 19:30:00,2025-07-19 00:00:00,PUBF,,2025-06-16,,
00050-00013257/2025-10,CAD,1º CPR,1º BPM,1000,JUNINA,Festa Junina da Caixa Cultural,SBS Qd 4 lotes 3/4,Plano Piloto - Asa Sul,2025-07-19 16:00:00,2025-07-19 23:00:00,PRIA,,2025-07-04,-15.78,-47.91
00050-00011701/2025-54,CAD,1º CPR,7º BPM,150,JUNINA,2º Arraial Solidário do Pão com Ovo,"Praça central  SHCE, Quadra 507 - Cruzeiro Novo - DF",Cruzeiro,2025-07-19 17:00:00,2025-07-19 23:00:00,PUBF,PMDF,2025-06-02,,
00050-00012367/2025-56,CAD,1º CPR,1º BPM,150,JUNINA,Festa Junina SQS 203,SQS 203 - Asa Sul,Plano Piloto - Asa Sul,2025-07-19 17:00:00,2025-07-19 22:00:00,PUBA,,2025-06-06,-15.81,-47.89
00050-00012919/2025-26,CAD,1º CPR,3º BPM,1000,JUNINA,Arraiá da Rosário de Pompeia,"SCEN TR 1, s/n 1/1 Asa Norte",Plano Piloto - Asa Norte,2025-07-19 19:30:00,2025-07-20 00:00:00,PUBF,,2025-06-16,,
00050-00012919/2025-26,CAD,1º CPR,3º BPM,1000,JUNINA,Arraiá da Rosário de Pompeia,"SCEN TR 1, s/n 1/1 Asa Norte",Plano Piloto - Asa Norte,2025-07-20 19:30:00,2025-07-21 00:00:00,PUBF,,2025-06-16,,
00050-00013977/2025-77,CAD,1º CPR,3º BPM,200,JUNINA,São João da Revista Traços,CLN 208 - Estacionamento ao lado do bloco D,Plano Piloto - Asa Norte,2025-07-23 17:30:00,2025-07-23 21:30:00,PUBA,,2025-07-10,-15.76,-47.88
00050-00015181/2025-59,CAD,1º CPR,1º BPM,150,JUNINA,Arraiá do Centro Médico de Brasília,"SHLS 716 conjunto B Blocos A ao F, Brasília–DF.",Plano Piloto - Asa Sul,2025-07-25 13:00:00,2025-07-25 23:00:00,PRIA,,2025-07-22,,
,UPM,1º CPR,7º BPM,0,JUNINA,FESTA JUNINA EMPORIO BOECHAT,"CLSW 300 A, Bloco B",Sudoeste/Octogonal,2025-07-25 17:00:00,2025-07-26 02:00:00,PUBA,PMDF,,-15.79,-47.92
00050-00010351/2025-17,CAD,1º CPR,1º BPM,800,JUNINA,XXVI FESTA JULINA DO VIZI 2025,EQS 108/109 SUL BLOCO A CLUBE SOCIAL DA UNIDADE DE VIZINHANÇA N.º 1 ASA SUL,Plano Piloto - Asa Sul,2025-07-25 18:00:00,2025-07-26 00:00:00,PRIF,,2025-05-22,-15.82,-47.90
00050-00013758/2025-98,CAD,1º CPR,1º BPM,190,JUNINA,2º ARRAIA DO INSTITUTO RECICLANDO O FUTURO,"EQS 102/103 sul, bloco B, Asa Sul ",Plano Piloto - Asa Sul,2025-07-25 18:00:00,2025-07-26 00:00:00,PUBA,,2025-06-30,-15.80,-47.89
00050-00015181/2025-59,CAD,1º CPR,1º BPM,150,JUNINA,Arraiá do Centro Médico de Brasília,"SHLS 716 conjunto B Blocos A ao F, Brasília–DF.",Plano Piloto - Asa Sul,2025-07-26 13:00:00,2025-07-26 23:00:00,PRIA,,2025-07-22,,
00050-00013396/2025-35,CAD,1º CPR,3º BPM,150,JUNINA,Arraial da 104,"SQNW 104, ESTACIONAMENTO EM FRENTE AO EDIFICIO LARA CARVALHO",Noroeste,2025-07-26 16:00:00,2025-07-26 23:00:00,PUBA,,2025-06-24,-15.76,-47.91
00050-00013493/2025-28,CAD,1º CPR,3º BPM,100,JUNINA,Festa junina SQN 110,Campo da SQN 110,Plano Piloto - Asa Norte,2025-07-26 17:00:00,2025-07-26 22:00:00,PUBA,,2025-06-25,-15.76,-47.89
,UPM,1º CPR,7º BPM,0,JUNINA,FESTA JUNINA EMPORIO BOECHAT,"CLSW 300 A, Bloco B",Sudoeste/Octogonal,2025-07-26 17:00:00,2025-07-27 02:00:00,PUBA,PMDF,,-15.79,-47.92
00050-00010351/2025-17,CAD,1º CPR,1º BPM,800,JUNINA,XXVI FESTA JULINA DO VIZI 2025,EQS 108/109 SUL BLOCO A CLUBE SOCIAL DA UNIDADE DE VIZINHANÇA N.º 1 ASA SUL,Plano Piloto - Asa Sul,2025-07-26 18:00:00,2025-07-27 00:00:00,PRIF,,2025-05-22,-15.82,-47.90
00050-00013758/2025-98,CAD,1º CPR,1º BPM,190,JUNINA,2º ARRAIA DO INSTITUTO RECICLANDO O FUTURO,"EQS 102/103 sul, bloco B, Asa Sul ",Plano Piloto - Asa Sul,2025-07-26 18:00:00,2025-07-27 00:00:00,PUBA,,2025-06-30,-15.80,-47.89
00050-00015315/2025-31,CAD,1º CPR,1º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Comunidade Shalom, SGAS 908, lotes 24/25, Asa Sul-DF (estacionamento da Paróquia São Judas Tadeu), Brasília-DF.",Plano Piloto - Asa Sul,2025-07-26 18:00:00,2025-07-27 02:00:00,PUBA,,2025-07-22,,
00050-00014404/2025-61,CAD,1º CPR,1º BPM,500,JUNINA,III Arraiá da Capelania Católica do CBMDF,SAIS Trecho 3 - Complexo da Academia Bombeiro Militar - Setor Policial Sul - Brasília - DF,Plano Piloto - Asa Sul,2025-07-26 19:30:00,2025-07-27 01:00:00,PUBF,,2025-07-08,-15.83,-47.94
00050-00014721/2025-87,CAD,1º CPR,3º BPM,200,JUNINA,Festa Julina - Arraiá da Luz,eqn 315/316,Plano Piloto - Asa Norte,2025-07-27 12:00:00,2025-07-27 17:00:00,PRIF,,2025-07-14,-15.74,-47.90
00050-00015315/2025-31,CAD,1º CPR,1º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Comunidade Shalom, SGAS 908, lotes 24/25, Asa Sul-DF (estacionamento da Paróquia São Judas Tadeu), Brasília-DF.",Plano Piloto - Asa Sul,2025-07-27 18:00:00,2025-07-28 02:00:00,PUBA,,2025-07-22,,
,UPM,1º CPR,7º BPM,0,JUNINA,ARRAIÁ DA PAZ,PARÓQUIA RAINHA DA PAZ- OCTOGONAL - AOS 3/8,Sudoeste/Octogonal,2025-08-01 17:00:00,2025-08-01 23:59:00,PUBA,PMDF,,-15.81,-47.94
00050-00013487/2025-71,CAD,1º CPR,3º BPM,800,JUNINA,ARRAIÁ da CaSMASE 2025,EQN 303/304 - ASA NORTE,Plano Piloto - Asa Norte,2025-08-01 18:00:00,2025-08-01 23:55:00,PRIF,,2025-06-25,-15.78,-47.88
00050-00014499/2025-12,CAD,1º CPR,7º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Capela Rainha da Paz – Octogonal AOS 03/08, Sudoeste/DF  CEP 70660-020",Sudoeste/Octogonal,2025-08-01 18:00:00,2025-08-02 02:00:00,PUBF,,2025-08-01,-15.78,-47.93
00050-00010120/2025-03,CAD,1º CPR,1º BPM,2500,JUNINA,52ª FESTA CULTURAL QUERMESSE DO TEMPLO BUDISTA,"Área Especial 315 /316 Sul, Lote 5, Brasília - DF",Plano Piloto - Asa Sul,2025-08-02 16:00:00,2025-08-02 22:00:00,PRIF,,2025-05-19,,
,UPM,1º CPR,7º BPM,0,JUNINA,ARRAIÁ DA PAZ,PARÓQUIA RAINHA DA PAZ- OCTOGONAL - AOS 3/8,Sudoeste/Octogonal,2025-08-02 17:00:00,2025-08-02 23:59:00,PUBA,PMDF,,-15.81,-47.94
00050-00013487/2025-71,CAD,1º CPR,3º BPM,800,JUNINA,ARRAIÁ da CaSMASE 2025,EQN 303/304 - ASA NORTE,Plano Piloto - Asa Norte,2025-08-02 18:00:00,2025-08-02 23:55:00,PRIF,,2025-06-25,-15.78,-47.88
00050-00014499/2025-12,CAD,1º CPR,7º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Capela Rainha da Paz – Octogonal AOS 03/08, Sudoeste/DF  CEP 70660-020",Sudoeste/Octogonal,2025-08-02 18:00:00,2025-08-03 02:00:00,PUBF,,2025-08-01,-15.78,-47.93
00050-00010120/2025-03,CAD,1º CPR,1º BPM,2500,JUNINA,52ª FESTA CULTURAL QUERMESSE DO TEMPLO BUDISTA,"Área Especial 315 /316 Sul, Lote 5, Brasília - DF",Plano Piloto - Asa Sul,2025-08-03 16:00:00,2025-08-03 22:00:00,PRIF,,2025-05-19,,
,UPM,1º CPR,7º BPM,0,JUNINA,ARRAIÁ DA PAZ,PARÓQUIA RAINHA DA PAZ- OCTOGONAL - AOS 3/8,Sudoeste/Octogonal,2025-08-03 17:00:00,2025-08-03 23:59:00,PUBA,PMDF,,-15.81,-47.94
00050-00014499/2025-12,CAD,1º CPR,7º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Capela Rainha da Paz – Octogonal AOS 03/08, Sudoeste/DF  CEP 70660-020",Sudoeste/Octogonal,2025-08-03 18:00:00,2025-08-04 02:00:00,PUBF,,2025-08-01,-15.78,-47.93
00050-00015375/2025-54,CAD,1º CPR,3º BPM,400,JUNINA/ESCOLA,ec411norte,"SQN 411norte, area especial, Asa Norte",Plano Piloto - Asa Norte,2025-08-08 16:00:00,,PUBF,,2025-07-23,-15.78,-47.91
00050-00014896/2025-94,CAD,1º CPR,7º BPM,200,JUNINA/ESCOLA,Escola Classe 04 do Cruzeiro,Quadra SHCES Quadra 407 Bloco I,Cruzeiro,2025-08-08 17:30:00,2025-08-08 21:30:00,PUBF,,2025-07-16,-15.78,-47.91
00050-00010957/2025-44,CAD,1º CPR,24º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Estacionamento do Parque de Exposições Granja do Torto, Brasília - DF",Lago Norte,2025-08-08 18:00:00,2025-08-09 02:00:00,PUBA,DETRAN,2025-05-23,,
00050-00010891/2025-92,CAD,1º CPR,1º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Paróquia Bom Jesus, Avenida L2 sul, quadra 601, módulo ¾",Plano Piloto - Asa Sul,2025-08-08 18:00:00,2025-08-09 02:00:00,PRIA,PMDF,2025-05-26,,
00050-00010120/2025-03,CAD,1º CPR,1º BPM,2500,JUNINA,52ª FESTA CULTURAL QUERMESSE DO TEMPLO BUDISTA,"Área Especial 315 /316 Sul, Lote 5, Brasília - DF",Plano Piloto - Asa Sul,2025-08-09 16:00:00,2025-08-09 22:00:00,PRIF,,2025-05-19,,
00050-00014771/2025-64,CAD,1º CPR,5º BPM,1500,JUNINA/ESCOLA,CED do Lago.,SHIS qi 13 lote h,Lago Sul,2025-08-09 17:00:00,2025-08-10 00:00:00,PUBA,,2025-07-15,-15.78,-47.91
00050-00010957/2025-44,CAD,1º CPR,24º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Estacionamento do Parque de Exposições Granja do Torto, Brasília - DF",Lago Norte,2025-08-09 18:00:00,2025-08-10 02:00:00,PUBA,DETRAN,2025-05-23,,
00050-00010891/2025-92,CAD,1º CPR,1º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Paróquia Bom Jesus, Avenida L2 sul, quadra 601, módulo ¾",Plano Piloto - Asa Sul,2025-08-09 18:00:00,2025-08-10 02:00:00,PRIA,PMDF,2025-05-26,,
00050-00010120/2025-03,CAD,1º CPR,1º BPM,2500,JUNINA,52ª FESTA CULTURAL QUERMESSE DO TEMPLO BUDISTA,"Área Especial 315 /316 Sul, Lote 5, Brasília - DF",Plano Piloto - Asa Sul,2025-08-10 16:00:00,2025-08-10 22:00:00,PRIF,,2025-05-19,,
00050-00010957/2025-44,CAD,1º CPR,24º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Estacionamento do Parque de Exposições Granja do Torto, Brasília - DF",Lago Norte,2025-08-10 18:00:00,2025-08-11 02:00:00,PUBA,DETRAN,2025-05-23,,
00050-00010891/2025-92,CAD,1º CPR,1º BPM,1000,JUNINA,CIRCUITO DAS PARÓQUIAS,"Paróquia Bom Jesus, Avenida L2 sul, quadra 601, módulo ¾",Plano Piloto - Asa Sul,2025-08-10 18:00:00,2025-08-11 02:00:00,PRIA,PMDF,2025-05-26,,
00050-00013460/2025-88,CAD,1º CPR,6º BPM,15000,JUNINA,O MAIOR SÃO JOÃO DO CERRADO,SEGUNDO QUADRANTE DA ESPLANADA DOS MINISTERIOS,Plano Piloto - Zona Central,2025-08-13 18:00:00,2025-08-14 02:00:00,PUBA,,2025-06-25,-15.78,-47.91
